Top 100,Org Rk,Name,Org,Pos,Current Level,Trend,FV,ETA,Risk,Age,Ht,Wt,B,T,Signed,Signed From,Video,PlayerId
0,41,"Mason House","SDP","RF","",,"40",2023,"High","22.3","6' 3""","190","S","L","2017 Draft Rnd 3 (SDP)","Whitehouse HS (TX)","","sa3004278"
0,41,"Jovani Morán","MIN","LHP","MLB",,"35+",2019,"High","21.7","6' 1""","170","L","L","2015 Draft Rnd 7 (MIN)","Carlos Beltran Academy (PR)","","20422"
0,41,"Matt Krook","TBR","LHP","MLB",,"35+",2019,"High","24.2","6' 4""","225","L","L","2016 Draft Rnd 4 (SFG)","Oregon","","19315"
0,42,"Luis Almanzar","SDP","SS","",,"40",2021,"High","19.2","6' 0""","180","R","R","2016 J2 (SDP)","Dominican Republic","JW-H57bqE2c","sa970515"
0,42,"John Curtiss","MIN","RHP","AAA",,"35+",2018,"Med","25.7","6' 4""","200","R","R","2014 Draft Rnd 6 (MIN)","Texas","","16128"
0,42,"Jhonleider Salinas","TBR","RHP","",,"35+",2021,"High","23.3","6' 7""","215","R","R","2014 J2 (CLE)","Venezuela","","sa873497"
0,43,"Brad Wieck","SDP","LHP","",,"40",2018,"Med","27.2","6' 9""","260","L","L","2014 Draft Rnd 7 (NYM)","Oklahoma City","","16390"
0,43,"Jake Reed","MIN","RHP","",-1,"35+",2018,"Med","26.3","6' 2""","190","R","R","2014 Draft Rnd 5 (MIN)","Oregon","5dI4HulcfuE","16209"
0,43,"Taj Bradley","TBR","RHP","MLB",,"35+",2023,"High","17.8","6' 2""","185","R","R","2018 Draft Rnd 5 (TBR)","Redan HS","","22543"
0,44,"Trey Wingenter","SDP","RHP","",,"40",2018,"Med","24.7","6' 7""","230","R","R","2015 Draft Rnd 17 (SDP)","Auburn","","17793"
0,44,"Johan Quezada","MIN","RHP","AAA",1,"35+",2020,"High","24.4","6' 6""","200","R","R","2012 J2 (MIN)","Dominican Republic","","20643"
0,44,"Grant Witherspoon","TBR","RF","",,"35+",2021,"Med","22.3","6' 3""","200","L","L","2018 Draft Rnd 4 (TBR)","Tulane","","sa3007047"
0,45,"David Bednar","SDP","RHP","MLB",,"40",2019,"Med","24.2","6' 1""","220","R","R","2016 Draft Rnd 35 (SDP)","Lafayette","","19569"
0,45,"Chris Betts","TBR","C","",,"35+",2021,"High","21.8","6' 2""","215","L","R","2015 Draft Rnd 2 (TBR)","Wilson HS (CA)","","sa874791"
0,46,"Diomar Lopez","SDP","RHP","AA",,"40",2022,"Med","22.0","6' 0""","165","R","R","2013 J2 (SDP)","Nicaragua","","sa828277"
0,47,"Cristian Heredia","SDP","CF","",,"35+",2023,"High","17.7","6' 3""","175","R","R","2017 J2 (SDP)","Spain","","sa3005731"
0,48,"Sean Guilbe","SDP","SS","",,"35+",2023,"High","19.1","6' 1""","190","R","R","2018 Draft Rnd 12 (SDP)","Muhlenburg HS (PA)","vPFvp7QrEuE","sa3008185"
0,49,"Jawuan Harris","SDP","CF","",,"35+",2022,"High","22.2","5' 9""","195","R","R","2018 Draft Rnd 7 (SDP)","Rutgers","8rhCq-LE7dY","sa3007049"
